lr;epoch;iteration;global_iteration
3.043248945147679e-05;7;24;577
3.048523206751055e-05;7;25;578
3.0537974683544306e-05;7;26;579
3.059071729957806e-05;7;27;580
3.064345991561182e-05;7;28;581
3.0696202531645574e-05;7;29;582
3.074894514767932e-05;7;30;583
3.0801687763713086e-05;7;31;584
3.0854430379746835e-05;7;32;585
3.090717299578059e-05;7;33;586
3.0959915611814347e-05;7;34;587
3.10126582278481e-05;7;35;588
3.106540084388186e-05;7;36;589
3.111814345991561e-05;7;37;590
3.117088607594937e-05;7;38;591
3.1223628691983126e-05;7;39;592
3.1276371308016875e-05;7;40;593
3.132911392405064e-05;7;41;594
3.1381856540084394e-05;7;42;595
3.143459915611814e-05;7;43;596
3.14873417721519e-05;7;44;597
3.1540084388185655e-05;7;45;598
3.159282700421941e-05;7;46;599
3.1645569620253167e-05;7;47;600
3.169831223628692e-05;7;48;601
3.175105485232068e-05;7;49;602
3.180379746835443e-05;7;50;603
3.185654008438819e-05;7;51;604
3.1909282700421946e-05;7;52;605
3.1962025316455695e-05;7;53;606
3.201476793248945e-05;7;54;607
3.2067510548523214e-05;7;55;608
3.212025316455696e-05;7;56;609
3.217299578059072e-05;7;57;610
3.2225738396624475e-05;7;58;611
3.227848101265823e-05;7;59;612
3.2331223628691986e-05;7;60;613
3.2383966244725736e-05;7;61;614
3.24367088607595e-05;7;62;615
3.248945147679325e-05;7;63;616
3.2542194092827e-05;7;64;617
3.2594936708860766e-05;7;65;618
3.2647679324894515e-05;7;66;619
3.270042194092827e-05;7;67;620
3.275316455696203e-05;7;68;621
3.280590717299578e-05;7;69;622
3.285864978902954e-05;7;70;623
3.291139240506329e-05;7;71;624
3.296413502109705e-05;7;72;625
3.3016877637130806e-05;7;73;626
3.3069620253164555e-05;7;74;627
3.312236286919831e-05;7;75;628
3.317510548523207e-05;7;76;629
3.322784810126582e-05;7;77;630
3.328059071729958e-05;7;78;631
3.3333333333333335e-05;7;79;632
3.338607594936709e-05;8;1;633
3.343881856540085e-05;8;2;634
3.34915611814346e-05;8;3;635
3.354430379746836e-05;8;4;636
3.359704641350211e-05;8;5;637
3.3649789029535864e-05;8;6;638
3.3702531645569626e-05;8;7;639
3.3755274261603375e-05;8;8;640
3.380801687763713e-05;8;9;641
3.386075949367089e-05;8;10;642
3.391350210970464e-05;8;11;643
3.39662447257384e-05;8;12;644
3.4018987341772155e-05;8;13;645
3.407172995780591e-05;8;14;646
3.412447257383967e-05;8;15;647
3.4177215189873416e-05;8;16;648
3.422995780590718e-05;8;17;649
3.428270042194093e-05;8;18;650
3.4335443037974683e-05;8;19;651
3.438818565400844e-05;8;20;652
3.4440928270042195e-05;8;21;653
3.449367088607595e-05;8;22;654
3.454641350210971e-05;8;23;655
3.459915611814346e-05;8;24;656
3.465189873417722e-05;8;25;657
3.470464135021097e-05;8;26;658
3.475738396624473e-05;8;27;659
3.4810126582278487e-05;8;28;660
3.4862869198312236e-05;8;29;661
3.491561181434599e-05;8;30;662
3.496835443037975e-05;8;31;663
3.50210970464135e-05;8;32;664
3.507383966244726e-05;8;33;665
3.5126582278481015e-05;8;34;666
3.517932489451477e-05;8;35;667
3.523206751054853e-05;8;36;668
3.528481012658228e-05;8;37;669
3.533755274261604e-05;8;38;670
3.539029535864979e-05;8;39;671
3.5443037974683544e-05;8;40;672
3.5495780590717306e-05;8;41;673
3.5548523206751056e-05;8;42;674
3.560126582278481e-05;8;43;675
3.565400843881857e-05;8;44;676
3.570675105485232e-05;8;45;677
3.575949367088608e-05;8;46;678
3.581223628691983e-05;8;47;679
3.586497890295359e-05;8;48;680
